reviewid,orderid,productid,userid,rating,reviewtext,reviewdate
5289,2407,818,4298,4,Color was different from images.,7/04/2024 10:20
41216,18907,1965,866,2,Item arrived damaged.,24/01/2024 21:36
23804,10985,110,7061,4,Decent product for the price.,3/08/2024 11:09
32413,14890,1403,2104,4,Customer service was helpful.,10/11/2025 23:16
7672,3498,14,2453,3,Highly recommend this brand.,18/07/2025 19:27
39241,17993,1594,9414,3,Value for money.,23/06/2025 0:45
4425,2016,172,713,3,Value for money.,9/10/2024 0:14
27386,12597,1416,3563,3,Works perfectly!,3/02/2025 1:53
36196,16622,166,3922,5,"""Not as expected; quality is poor.""",3/11/2025 0:57
38141,17491,592,6921,4,"""Excellent product; will buy again.""",25/09/2024 4:44
36980,16968,1691,3024,2,Fast shipping and good packaging.,11/11/2024 0:28
14168,6524,863,2424,3,Decent product for the price.,24/05/2025 21:35
14844,6836,1931,434,5,Highly recommend this brand.,22/05/2025 16:39
9250,4246,1488,4009,5,Fast shipping and good packaging.,14/12/2024 3:51
40694,18656,455,7781,4,Fast shipping and good packaging.,13/04/2024 12:18
7179,3257,161,6365,4,Customer service was helpful.,30/07/2025 3:24
32414,14890,1425,2104,4,"""Not as expected; quality is poor.""",10/02/2024 15:23
35230,16180,1941,6454,2,Item arrived damaged.,11/05/2025 16:58
11177,5147,1417,3730,3,Value for money.,10/06/2024 21:04
13212,6075,1199,3370,1,Item arrived damaged.,26/11/2024 9:48
5222,2374,1103,3869,4,Value for money.,25/10/2025 1:32
14107,6495,1281,2080,3,Highly recommend this brand.,7/01/2024 21:03
38120,17482,1809,4099,3,"""Excellent product; will buy again.""",7/09/2025 13:48
29971,13773,207,1103,2,Customer service was helpful.,2/04/2025 3:18
41558,19062,974,2070,1,Highly recommend this brand.,2/05/2024 16:05
17081,7889,192,8843,4,Decent product for the price.,28/05/2024 7:03
24141,11139,751,6287,2,Color was different from images.,14/10/2024 19:46
20149,9309,1100,826,4,Item arrived damaged.,16/07/2024 14:25
13731,6323,1676,1586,3,Customer service was helpful.,11/05/2024 9:16
40327,18488,645,6827,3,Value for money.,10/04/2024 22:36
5220,2373,769,9241,5,Works perfectly!,17/10/2024 17:08
16490,7615,1438,3035,2,Highly recommend this brand.,19/05/2025 14:51
35639,16364,1297,1023,3,Value for money.,28/01/2024 17:51
20847,9632,1722,4684,2,Value for money.,24/10/2024 8:35
22526,10404,108,8042,4,Highly recommend this brand.,25/07/2025 10:20
4090,1864,1559,4670,3,"""Excellent product; will buy again.""",25/03/2025 18:43
40185,18424,1277,4817,5,Highly recommend this brand.,10/10/2025 10:50
37288,17114,1749,4753,3,Works perfectly!,29/09/2024 1:26
39015,17877,268,8326,3,Color was different from images.,21/10/2025 21:52
26781,12324,35,5597,3,Value for money.,18/03/2025 18:55
10453,4813,1328,6526,5,Color was different from images.,22/04/2025 11:57
28884,13287,1533,6768,3,Item arrived damaged.,18/04/2024 1:07
33821,15532,665,9615,2,Decent product for the price.,5/05/2025 15:57
19619,9073,1648,3139,4,Decent product for the price.,2/03/2025 22:04
29099,13390,364,5969,3,Value for money.,23/04/2025 0:45
20436,9445,1544,6354,2,"""Excellent product; will buy again.""",17/10/2024 11:31
14684,6767,338,9697,5,Item arrived damaged.,27/12/2024 22:49
41922,19237,1879,9147,4,"""Not as expected; quality is poor.""",13/05/2024 13:59
31747,14575,714,8317,3,Decent product for the price.,31/05/2024 14:13
26433,12183,1039,2853,3,"""Not as expected; quality is poor.""",11/02/2024 17:27
13671,6293,1612,4265,5,"""Not as expected; quality is poor.""",2/10/2025 6:10
34494,15835,578,9037,2,Fast shipping and good packaging.,22/09/2025 7:44
5846,2651,127,4973,2,"""Not as expected; quality is poor.""",28/10/2024 18:43
36448,16739,1351,5502,5,Works perfectly!,21/04/2025 14:11
41292,18945,1733,5780,5,"""Not as expected; quality is poor.""",8/01/2024 13:26
28174,12962,694,7506,5,Customer service was helpful.,12/06/2024 23:23
10937,5031,881,2174,5,Highly recommend this brand.,6/09/2024 23:25
21203,9798,1338,5615,5,Decent product for the price.,24/10/2024 1:20
37117,17034,163,9904,4,Works perfectly!,10/03/2025 6:40
1445,650,277,2065,5,Value for money.,16/01/2025 15:33
19991,9242,548,4550,1,Fast shipping and good packaging.,18/01/2024 6:54
33409,15341,1064,955,1,Works perfectly!,14/10/2025 19:40
23518,10849,1567,6535,2,"""Not as expected; quality is poor.""",27/02/2024 19:13
32563,14949,1110,5591,3,Fast shipping and good packaging.,14/12/2024 4:53
43162,19844,228,3181,5,Highly recommend this brand.,7/06/2025 9:19
26085,12013,1155,4266,5,"""Not as expected; quality is poor.""",26/03/2025 13:30
15575,7191,1244,961,4,Highly recommend this brand.,1/07/2025 6:01
9142,4190,883,8507,3,Color was different from images.,18/07/2024 23:16
11258,5181,413,3708,5,"""Excellent product; will buy again.""",27/09/2024 3:05
10039,4607,1530,3362,4,Highly recommend this brand.,18/08/2025 8:35
28201,12971,1777,4917,5,"""Excellent product; will buy again.""",7/08/2025 5:29
1388,626,461,1359,3,Fast shipping and good packaging.,22/12/2024 12:44
15073,6946,1899,8365,2,"""Not as expected; quality is poor.""",16/10/2024 7:48
29203,13434,458,4165,4,"""Excellent product; will buy again.""",20/09/2025 6:16
23977,11062,558,9761,5,Highly recommend this brand.,30/08/2024 11:25
20243,9353,691,2115,5,Customer service was helpful.,5/05/2025 23:17
31614,14518,1710,1230,5,Customer service was helpful.,9/04/2024 16:02
4344,1987,442,1087,3,Fast shipping and good packaging.,2/09/2025 22:31
2480,1141,1076,2593,3,Value for money.,3/07/2025 15:36
17923,8283,1778,8338,3,Color was different from images.,16/01/2024 9:08
6090,2755,1598,4118,3,Highly recommend this brand.,17/02/2025 1:11
10559,4860,1062,4840,5,Fast shipping and good packaging.,24/03/2025 20:35
4147,1890,1796,7617,5,Fast shipping and good packaging.,13/10/2024 13:42
42548,19545,1785,515,5,Customer service was helpful.,25/11/2024 7:15
13744,6329,770,498,3,Decent product for the price.,28/02/2024 13:45
6637,3006,1734,4043,3,"""Excellent product; will buy again.""",20/09/2024 13:07
7763,3539,1263,4436,3,Customer service was helpful.,18/10/2025 16:33
30069,13819,672,1762,5,Customer service was helpful.,28/04/2025 22:50
5603,2552,311,8752,3,Works perfectly!,24/02/2024 15:03
16688,7708,1564,6921,3,Item arrived damaged.,18/06/2024 6:39
13978,6434,1361,78,4,Item arrived damaged.,10/09/2025 20:39
16241,7506,1560,4239,3,Color was different from images.,21/07/2024 2:03
16099,7438,1834,4215,2,Value for money.,21/04/2025 15:50
28276,13002,1935,7030,5,Fast shipping and good packaging.,24/09/2025 9:07
34965,16054,404,4291,5,Item arrived damaged.,28/06/2025 11:56
26989,12418,116,3120,5,Item arrived damaged.,11/03/2024 0:49
25656,11833,107,9899,3,Item arrived damaged.,2/09/2024 5:01
6653,3014,1285,7222,2,Fast shipping and good packaging.,28/03/2024 8:54
21887,10111,633,9826,2,Fast shipping and good packaging.,15/02/2025 1:12
20924,9675,248,3109,3,Customer service was helpful.,27/11/2024 23:11
5063,2311,358,4522,3,Highly recommend this brand.,3/01/2024 18:00
9477,4356,1684,1479,3,Highly recommend this brand.,2/12/2024 4:10
28512,13118,1548,411,5,Highly recommend this brand.,4/05/2024 11:07
42674,19606,1773,6567,2,Color was different from images.,2/04/2024 13:26
20537,9495,925,2824,3,"""Excellent product; will buy again.""",17/10/2025 1:20
531,239,330,7463,2,Customer service was helpful.,31/03/2025 4:48
26024,11992,1181,3756,3,Decent product for the price.,3/04/2025 3:54
17834,8244,1291,9489,4,"""Not as expected; quality is poor.""",5/09/2025 15:21
16634,7682,1062,1927,3,Color was different from images.,16/11/2024 19:48
42859,19701,658,9687,2,Fast shipping and good packaging.,21/09/2024 17:29
6481,2929,1493,4671,3,Decent product for the price.,12/03/2024 11:50
23252,10727,223,5708,4,Works perfectly!,2/10/2024 14:06
7914,3615,1684,3072,2,Works perfectly!,4/03/2025 21:43
21796,10066,422,5553,2,"""Excellent product; will buy again.""",21/07/2025 14:40
16017,7399,644,1325,1,Decent product for the price.,5/08/2024 9:41
7304,3322,152,5473,4,"""Not as expected; quality is poor.""",10/07/2025 22:11
25557,11789,864,5935,4,Works perfectly!,27/10/2024 8:44
270,117,1564,1913,4,Fast shipping and good packaging.,30/09/2025 20:18
26703,12290,816,2002,4,Highly recommend this brand.,4/11/2025 9:21
29827,13708,375,2730,3,Customer service was helpful.,5/06/2024 18:15
30661,14081,824,2497,5,Customer service was helpful.,13/04/2024 19:39
25975,11972,957,7822,4,Color was different from images.,11/06/2024 4:06
26566,12237,1142,8400,4,Value for money.,28/12/2024 7:38
1951,900,970,6646,3,Fast shipping and good packaging.,8/03/2024 9:16
13403,6168,620,5440,4,"""Not as expected; quality is poor.""",1/06/2025 12:44
32225,14802,1070,4849,5,Item arrived damaged.,11/07/2024 0:56
28522,13122,1440,8711,3,Fast shipping and good packaging.,7/09/2024 12:07
30717,14105,444,332,3,Works perfectly!,5/11/2025 11:16
27226,12523,763,2203,3,"""Not as expected; quality is poor.""",22/03/2025 2:39
25685,11846,1341,8765,5,Item arrived damaged.,4/07/2025 4:07
5554,2532,291,8787,2,Color was different from images.,27/02/2025 7:41
30751,14119,835,2668,5,Fast shipping and good packaging.,22/09/2025 19:10
30112,13836,1995,746,2,Works perfectly!,13/05/2025 1:09
4611,2098,1981,4023,4,Works perfectly!,29/09/2024 3:16
39221,17985,1426,4202,5,Color was different from images.,23/03/2024 10:57
31623,14519,1208,2584,2,Decent product for the price.,6/09/2024 23:57
42785,19663,490,9115,3,Decent product for the price.,3/05/2025 15:23
14512,6688,565,8785,5,Color was different from images.,17/07/2024 23:22
29439,13530,1291,286,5,Color was different from images.,11/11/2024 6:26
30273,13909,367,897,3,Fast shipping and good packaging.,13/05/2025 5:57
27708,12742,1378,7127,3,Item arrived damaged.,4/09/2024 4:37
18883,8721,397,8365,4,Customer service was helpful.,23/09/2024 10:57
22102,10207,1692,6240,5,Highly recommend this brand.,12/05/2024 0:00
30988,14234,1869,9649,5,Highly recommend this brand.,23/10/2025 13:50
34632,15900,573,6506,4,Decent product for the price.,23/06/2025 2:57
37732,17312,1105,4668,3,Item arrived damaged.,14/10/2025 13:23
4684,2131,941,8598,3,"""Excellent product; will buy again.""",26/11/2024 4:12
10322,4749,768,7396,5,Fast shipping and good packaging.,27/07/2024 18:43
35352,16236,972,2841,1,Color was different from images.,7/11/2025 16:48
30571,14044,1900,1989,4,Item arrived damaged.,27/11/2024 3:43
31537,14483,1861,9040,3,"""Excellent product; will buy again.""",2/08/2025 21:47
13103,6019,518,6345,5,Decent product for the price.,2/02/2024 1:12
7614,3467,1168,5610,4,Customer service was helpful.,21/05/2024 11:37
38133,17488,1881,1644,3,Fast shipping and good packaging.,22/11/2024 13:31
9517,4374,177,4502,5,"""Excellent product; will buy again.""",2/08/2025 20:17
9994,4586,424,3427,1,Color was different from images.,31/03/2024 0:58
31321,14382,952,6984,5,"""Not as expected; quality is poor.""",11/01/2024 9:59
31840,14622,660,3668,4,Decent product for the price.,13/04/2024 5:55
13720,6317,650,3067,2,Fast shipping and good packaging.,30/08/2025 2:34
20387,9420,677,9488,5,Works perfectly!,30/09/2024 20:12
37838,17356,1904,907,2,Works perfectly!,4/06/2024 8:57
16825,7770,1509,5227,4,Decent product for the price.,23/11/2024 6:40
18352,8478,75,6762,4,Highly recommend this brand.,11/01/2025 2:01
40347,18495,1817,2049,3,Item arrived damaged.,27/08/2025 16:43
18659,8618,1001,5966,4,Fast shipping and good packaging.,21/06/2025 11:11
7412,3375,1692,4317,2,"""Not as expected; quality is poor.""",8/10/2024 1:02
15724,7257,868,5913,5,Customer service was helpful.,9/09/2024 2:21
8750,4005,244,3208,5,Works perfectly!,13/07/2025 14:20
30786,14136,2,9785,4,Value for money.,12/11/2024 16:11
31528,14478,672,2754,3,"""Excellent product; will buy again.""",6/04/2025 20:10
30631,14070,657,2407,4,Color was different from images.,5/10/2025 0:45
29301,13469,1069,2233,5,Value for money.,22/10/2024 7:17
22682,10476,1728,8901,5,Highly recommend this brand.,29/12/2024 19:38
20242,9353,1208,2115,5,Works perfectly!,21/07/2025 2:29
10685,4914,1001,4117,5,Highly recommend this brand.,25/09/2024 18:46
1876,861,44,642,2,Works perfectly!,5/07/2025 6:56
3787,1712,446,8829,3,Highly recommend this brand.,6/02/2024 12:44
33299,15291,1167,4256,4,Item arrived damaged.,5/10/2024 5:44
6514,2944,570,5557,5,Highly recommend this brand.,28/04/2024 19:36
31085,14278,834,8097,4,Customer service was helpful.,17/10/2025 19:30
21383,9884,432,2053,4,Value for money.,12/01/2025 14:52
1677,764,713,6613,4,Value for money.,22/10/2024 0:01
24453,11283,493,1242,4,Customer service was helpful.,3/03/2025 5:11
152,63,1976,1271,3,"""Excellent product; will buy again.""",2/01/2024 22:01
39759,18237,193,3646,3,"""Not as expected; quality is poor.""",15/04/2025 20:50
29951,13765,968,9297,2,Value for money.,11/06/2025 5:21
4468,2035,233,6017,2,Customer service was helpful.,10/05/2024 19:44
11916,5480,1184,2726,4,Highly recommend this brand.,16/10/2025 21:37
23986,11067,1190,5525,3,Decent product for the price.,9/08/2025 8:32
41909,19233,892,8788,4,Item arrived damaged.,3/07/2025 3:21
30947,14213,1318,9428,4,Color was different from images.,5/08/2025 12:16
13513,6220,951,768,4,Customer service was helpful.,22/05/2025 21:12
38177,17507,976,8856,3,Value for money.,10/01/2025 7:47
22702,10488,1154,56,3,"""Excellent product; will buy again.""",2/12/2024 21:45
16583,7660,1117,2826,5,Highly recommend this brand.,13/01/2024 7:47
9627,4432,744,3124,4,Fast shipping and good packaging.,11/10/2025 0:11
4989,2278,1978,2773,4,Item arrived damaged.,18/08/2025 16:18
31602,14512,1188,3717,4,Decent product for the price.,2/01/2025 18:27
30964,14222,516,3003,2,Decent product for the price.,4/04/2025 12:09
40685,18653,1812,2377,5,Color was different from images.,18/03/2025 3:29
6419,2898,272,9799,4,Customer service was helpful.,12/10/2024 2:42
18302,8454,1045,3211,3,Works perfectly!,5/07/2025 1:44
35942,16508,1832,35,3,Highly recommend this brand.,14/07/2025 23:28
16497,7619,1329,7631,4,Customer service was helpful.,12/11/2024 6:00
43089,19811,1916,6455,3,"""Not as expected; quality is poor.""",1/09/2024 0:29
20173,9321,1162,9642,5,Fast shipping and good packaging.,29/01/2025 1:23
8641,3955,1701,5555,3,Works perfectly!,10/12/2024 8:10
20686,9563,1210,9015,3,Decent product for the price.,3/02/2024 15:05
9510,4372,1442,4315,3,Highly recommend this brand.,16/03/2024 6:47
40012,18350,1490,9113,4,Decent product for the price.,3/08/2024 8:57
36741,16858,817,2649,4,Decent product for the price.,26/06/2025 6:30
35989,16529,1553,3905,4,Decent product for the price.,15/06/2025 10:39
32075,14729,1737,9869,4,Fast shipping and good packaging.,18/10/2025 11:12
31721,14562,12,7717,3,Color was different from images.,18/03/2024 23:46
15511,7155,372,7536,3,Value for money.,14/11/2025 1:10
40513,18570,321,1967,3,Item arrived damaged.,21/05/2025 0:59
19868,9192,1841,9847,3,"""Not as expected; quality is poor.""",7/03/2025 11:29
28206,12974,646,1343,4,Fast shipping and good packaging.,25/05/2025 2:23
29271,13459,797,7881,4,Customer service was helpful.,21/03/2024 18:31
19523,9030,60,4375,4,Item arrived damaged.,7/09/2025 0:01
7438,3390,814,9874,4,Customer service was helpful.,30/12/2024 17:33
23428,10810,295,8998,5,"""Not as expected; quality is poor.""",15/10/2024 1:10
4002,1821,1109,4916,4,Value for money.,27/05/2025 3:40
20154,9311,1074,6249,5,Fast shipping and good packaging.,4/04/2025 10:52
39100,17922,1619,8586,4,Decent product for the price.,16/01/2025 4:01
40358,18499,1195,3241,4,Works perfectly!,7/06/2024 20:36
7075,3206,1443,8746,5,Highly recommend this brand.,9/02/2025 15:17
40149,18408,90,2665,3,Fast shipping and good packaging.,12/06/2024 17:43
16635,7683,302,814,2,"""Not as expected; quality is poor.""",23/06/2024 22:40
39194,17972,771,2771,4,"""Excellent product; will buy again.""",2/01/2025 12:14
35630,16359,1795,5323,4,Color was different from images.,10/05/2024 14:21
25742,11868,1231,8808,4,Fast shipping and good packaging.,12/01/2024 7:21
15978,7375,851,6167,2,Item arrived damaged.,31/01/2025 14:08
30518,14021,22,6062,2,Highly recommend this brand.,17/04/2025 20:19
39966,18332,579,1988,4,Customer service was helpful.,9/02/2025 8:07
38892,17825,707,4140,3,Value for money.,3/04/2025 4:19
12163,5589,668,6885,3,Customer service was helpful.,25/05/2025 17:26
5735,2604,1791,9725,3,Fast shipping and good packaging.,24/01/2025 21:59
4782,2173,949,6285,5,Highly recommend this brand.,10/09/2025 8:50
26108,12021,1113,3316,3,Works perfectly!,24/01/2024 14:08
8743,4000,11,4831,3,"""Not as expected; quality is poor.""",16/07/2024 12:59
36209,16629,1895,1025,3,Fast shipping and good packaging.,27/08/2024 17:46
700,309,938,5284,3,Value for money.,6/01/2024 15:00
22583,10429,567,9813,4,Decent product for the price.,25/08/2025 6:45
2681,1235,65,2461,3,Item arrived damaged.,5/11/2025 0:23
21337,9864,48,3853,4,Highly recommend this brand.,2/05/2024 7:44
41651,19109,1270,3949,2,Customer service was helpful.,24/07/2024 15:13
6086,2754,1055,7479,4,"""Not as expected; quality is poor.""",1/09/2024 15:25
8838,4043,1972,66,4,Customer service was helpful.,21/08/2025 21:08
12591,5784,109,7888,2,"""Not as expected; quality is poor.""",3/09/2024 14:31
40929,18768,369,9574,3,"""Excellent product; will buy again.""",22/04/2024 23:48
17125,7910,19,1972,4,Works perfectly!,12/03/2025 6:47
27202,12509,1862,1862,3,Customer service was helpful.,17/04/2024 6:48
6249,2827,94,8710,3,Highly recommend this brand.,9/07/2025 9:05
30004,13789,198,8945,5,Customer service was helpful.,27/01/2024 12:39
15708,7251,739,6712,3,Item arrived damaged.,23/06/2024 20:19
8488,3882,849,5433,3,Customer service was helpful.,23/12/2024 3:45
21112,9757,284,506,4,Customer service was helpful.,8/03/2025 14:58
29169,13419,774,165,2,Color was different from images.,13/06/2025 13:05
15374,7088,1317,1045,4,"""Not as expected; quality is poor.""",16/05/2025 19:47
21999,10157,88,2850,4,"""Not as expected; quality is poor.""",23/07/2025 5:26
2606,1200,1050,8650,5,"""Not as expected; quality is poor.""",11/05/2024 3:37
2525,1162,787,6979,5,Highly recommend this brand.,2/01/2025 21:11
39152,17948,254,6256,4,Decent product for the price.,6/05/2025 19:11
14613,6733,627,3780,3,Customer service was helpful.,18/05/2025 5:38
947,423,339,1646,4,Works perfectly!,10/05/2024 2:55
15193,6999,357,7623,4,Color was different from images.,3/09/2025 19:27
22507,10391,930,6065,2,Fast shipping and good packaging.,8/11/2024 0:54
32716,15017,1935,2782,5,Decent product for the price.,28/12/2024 3:40
41663,19116,1555,5273,4,Works perfectly!,19/04/2025 6:12
16093,7434,84,1578,3,Value for money.,24/04/2024 1:02
23629,10896,443,8733,5,"""Excellent product; will buy again.""",24/01/2025 21:11
33912,15571,1688,3028,2,Customer service was helpful.,7/05/2025 14:52
22854,10552,1914,6284,5,"""Excellent product; will buy again.""",20/03/2025 13:30
135,55,41,5524,3,Customer service was helpful.,5/08/2025 17:17
34527,15848,729,9929,3,Works perfectly!,31/08/2025 20:56
8681,3973,1323,13,3,Works perfectly!,30/08/2025 3:36
5710,2594,28,8988,5,Customer service was helpful.,12/05/2024 1:27
31959,14679,1913,9114,5,Customer service was helpful.,26/05/2025 16:09
21951,10138,1296,9391,5,Item arrived damaged.,28/01/2025 6:50
19948,9224,1039,8846,5,Highly recommend this brand.,2/04/2025 1:35
9358,4298,1459,1132,4,"""Excellent product; will buy again.""",4/03/2024 6:24
30128,13843,760,8892,5,Works perfectly!,6/07/2024 21:13
5842,2650,1125,829,4,Highly recommend this brand.,2/08/2025 4:53
4336,1983,856,9420,3,Fast shipping and good packaging.,26/04/2024 13:53
40218,18438,54,3474,2,Works perfectly!,19/10/2024 15:30
6014,2721,340,493,5,Highly recommend this brand.,30/08/2025 19:00
8925,4087,651,316,3,Fast shipping and good packaging.,10/03/2025 7:39
3294,1493,781,2267,5,Highly recommend this brand.,22/06/2024 15:51
24102,11121,551,2715,4,Item arrived damaged.,10/04/2024 13:23
7231,3286,1353,4423,5,Item arrived damaged.,7/08/2024 11:22
717,315,1937,1315,3,Decent product for the price.,24/05/2024 2:22
40978,18790,104,9294,5,"""Excellent product; will buy again.""",13/05/2024 0:36
12744,5853,1487,8926,1,Value for money.,25/10/2024 17:16
29886,13734,367,6959,3,"""Not as expected; quality is poor.""",9/04/2025 12:45
32332,14849,899,317,5,Decent product for the price.,1/07/2025 18:25
9731,4474,866,8344,3,Fast shipping and good packaging.,18/02/2024 16:27
41810,19181,1282,7143,1,"""Excellent product; will buy again.""",31/07/2024 20:04
10324,4749,989,7396,3,Works perfectly!,12/10/2025 6:53
36971,16964,1924,7174,2,Decent product for the price.,23/12/2024 11:15
11616,5348,1904,2995,3,Customer service was helpful.,2/02/2024 20:57
6865,3106,626,3602,5,Item arrived damaged.,21/04/2024 13:02
42362,19451,307,9872,3,Color was different from images.,6/07/2025 12:06
699,309,1500,5284,4,Decent product for the price.,17/01/2025 10:07
42269,19407,555,1936,5,Decent product for the price.,15/08/2024 12:04
666,296,1359,2847,5,Color was different from images.,10/07/2025 4:39
206,83,263,4873,4,Color was different from images.,25/04/2024 17:35
10897,5015,205,964,3,Item arrived damaged.,24/02/2025 23:06
16100,7439,1239,4366,2,Value for money.,22/12/2024 11:59
19785,9147,1364,4109,4,Customer service was helpful.,20/04/2025 4:51
2624,1211,1140,5934,2,Customer service was helpful.,1/09/2024 6:07
10099,4640,1288,9140,4,"""Excellent product; will buy again.""",29/10/2024 16:28
24474,11294,999,4686,4,Decent product for the price.,7/10/2024 11:41
2141,989,1126,856,5,Decent product for the price.,18/03/2025 19:57
32396,14880,1199,4872,5,"""Not as expected; quality is poor.""",12/05/2024 6:33
24051,11095,361,2866,2,Fast shipping and good packaging.,2/07/2025 16:56
688,304,1198,2381,4,Fast shipping and good packaging.,6/05/2024 17:12
35589,16342,547,5707,4,Decent product for the price.,27/08/2024 23:42
15704,7249,304,3607,3,Value for money.,23/04/2024 10:45
3881,1759,1943,7319,2,Customer service was helpful.,4/12/2024 2:57
20672,9557,243,2722,4,Item arrived damaged.,14/10/2024 12:58
21427,9901,274,2420,4,Color was different from images.,30/03/2025 8:27
14060,6474,36,7051,4,Fast shipping and good packaging.,27/05/2024 10:33
29370,13502,1580,1241,5,Fast shipping and good packaging.,11/11/2025 9:05
41720,19139,1574,8207,4,Color was different from images.,5/01/2025 0:38
22929,10581,447,5314,4,Highly recommend this brand.,1/01/2025 8:13
36102,16579,31,463,3,"""Excellent product; will buy again.""",25/12/2024 23:55
28587,13151,1485,6033,3,Highly recommend this brand.,15/03/2024 14:05
30469,13995,1414,3528,2,Color was different from images.,30/08/2024 9:37
32362,14862,434,7656,3,"""Not as expected; quality is poor.""",15/12/2024 2:29
36129,16593,1696,1844,2,Color was different from images.,5/07/2024 3:28
325,147,189,2779,4,Item arrived damaged.,18/06/2025 12:05
18446,8515,628,4532,5,Color was different from images.,1/02/2025 15:04
20216,9340,1428,2287,5,Customer service was helpful.,20/07/2025 17:30
26819,12339,1126,1503,2,Decent product for the price.,17/08/2024 4:49
10673,4909,46,6230,1,Value for money.,20/02/2024 10:15
3915,1781,519,3821,2,Customer service was helpful.,8/03/2024 23:46
1299,581,1228,5710,5,Customer service was helpful.,6/10/2025 22:30
30181,13866,548,1382,5,Works perfectly!,13/07/2024 22:27
1775,808,1197,9564,5,"""Not as expected; quality is poor.""",6/08/2024 4:15
42103,19325,902,6936,5,Highly recommend this brand.,10/07/2025 3:37
10128,4654,1303,9810,3,"""Not as expected; quality is poor.""",23/09/2025 15:58
38209,17521,246,126,3,"""Not as expected; quality is poor.""",23/11/2024 12:35
35582,16338,572,9807,5,"""Excellent product; will buy again.""",23/09/2024 16:28
23208,10706,694,362,3,Decent product for the price.,6/11/2024 5:24
9926,4555,250,5025,3,Color was different from images.,30/03/2024 9:36
42660,19603,856,1876,4,Value for money.,27/01/2024 17:58
21552,9954,1451,175,4,Item arrived damaged.,30/07/2025 22:17
1055,474,247,5682,4,Works perfectly!,17/10/2024 23:39
2316,1067,1981,6423,3,"""Not as expected; quality is poor.""",30/06/2025 14:14
33552,15412,1084,9606,5,"""Excellent product; will buy again.""",1/10/2025 13:13
2322,1070,254,7603,5,Color was different from images.,4/11/2024 7:51
14673,6763,1275,3288,4,Item arrived damaged.,5/01/2025 21:36
43086,19810,441,8147,2,"""Not as expected; quality is poor.""",2/07/2024 16:41
42169,19357,1014,4595,5,Works perfectly!,20/09/2025 0:23
40722,18668,868,1890,5,Value for money.,12/06/2024 7:00
26554,12233,992,1691,3,Highly recommend this brand.,5/08/2025 21:21
36114,16587,1789,8829,2,Color was different from images.,28/05/2025 10:28
1883,865,1824,9014,1,Works perfectly!,5/05/2024 13:10
17956,8300,909,5869,4,Fast shipping and good packaging.,4/09/2024 6:45
14718,6784,1572,4674,4,Value for money.,19/04/2024 8:38
27897,12829,636,2043,5,Item arrived damaged.,26/02/2025 21:58
39029,17886,1346,7890,3,Customer service was helpful.,11/01/2025 10:21
33586,15430,1102,9271,5,Decent product for the price.,6/09/2025 5:17
29927,13755,253,7965,5,Customer service was helpful.,9/10/2024 0:52
12848,5904,1967,654,4,Color was different from images.,22/06/2024 9:19
42367,19453,1328,6389,4,Fast shipping and good packaging.,6/02/2025 12:54
38281,17548,512,9137,4,Item arrived damaged.,12/02/2025 17:00
4622,2103,61,9953,3,Works perfectly!,20/09/2025 22:49
21396,9888,454,8061,5,Customer service was helpful.,3/07/2025 21:18
9759,4486,1671,1916,3,Fast shipping and good packaging.,2/05/2024 4:49
19902,9204,293,6435,5,Item arrived damaged.,30/07/2024 10:26
23429,10810,493,8998,5,Item arrived damaged.,26/02/2025 21:03
43277,19897,245,6730,4,Color was different from images.,13/01/2024 13:25
12373,5683,218,4474,2,Customer service was helpful.,16/04/2025 21:19
6411,2894,1371,1974,4,Works perfectly!,11/09/2025 5:20
36204,16626,717,2660,2,Color was different from images.,28/06/2024 5:06
19466,9002,1407,1275,4,Color was different from images.,13/03/2024 9:35
22284,10297,1557,6137,4,Highly recommend this brand.,15/05/2024 18:33
16540,7637,1919,8959,4,"""Not as expected; quality is poor.""",5/04/2025 7:18
18769,8671,1652,4913,3,Fast shipping and good packaging.,8/03/2025 5:46
37051,17002,987,1594,3,Value for money.,20/11/2024 17:00
39878,18289,1952,8540,5,Highly recommend this brand.,14/05/2025 2:33
24818,11449,9,9758,1,Customer service was helpful.,9/11/2025 4:14
37246,17098,1172,7168,4,Highly recommend this brand.,27/10/2024 5:48
17146,7921,897,4586,4,Decent product for the price.,6/01/2025 7:53
1564,705,96,7438,3,Value for money.,16/07/2024 15:57
34491,15835,1980,9037,4,Decent product for the price.,24/05/2025 1:24
11436,5264,298,6226,4,Color was different from images.,14/10/2025 10:49
29223,13444,71,9804,3,Color was different from images.,2/06/2025 5:56
8183,3742,1769,2924,3,Highly recommend this brand.,8/10/2025 9:16
22419,10353,713,3842,5,"""Not as expected; quality is poor.""",19/04/2024 14:08
15877,7327,607,6164,2,Works perfectly!,16/11/2024 3:56
38183,17510,1491,610,3,Decent product for the price.,2/10/2025 5:13
17138,7918,158,2311,2,Color was different from images.,10/07/2024 13:16
10429,4803,1994,1133,3,Works perfectly!,1/12/2024 9:58
28644,13178,1735,1353,5,Value for money.,4/04/2024 12:37
21104,9754,1471,2189,4,Customer service was helpful.,21/04/2024 17:38
28677,13193,935,9883,4,Decent product for the price.,5/08/2024 18:41
32000,14696,551,1950,3,Works perfectly!,27/08/2024 3:40
38867,17818,1150,953,5,Works perfectly!,2/08/2024 6:50
