orderid,userid,orderdate,orderstatus,orderamount
14157,2255,29/06/2024,returned,2903.49
2417,4030,4/06/2024,processing,3072.82
6036,1149,1/07/2025,shipped,195.36
19919,1628,28/06/2024,returned,962.27
18505,4748,16/10/2024,cancelled,50.01
18634,8144,26/10/2024,processing,2565.49
12825,1572,7/06/2025,completed,84.86
17678,2436,8/09/2024,returned,295.65
15653,6823,27/07/2025,returned,2234.51
11751,6181,5/11/2024,cancelled,1148.47
10698,3703,15/06/2024,completed,861.84
18915,7815,20/08/2024,completed,398.61
2279,517,16/08/2025,returned,1535.55
429,2332,5/02/2024,processing,197.07
10411,2259,31/07/2025,processing,901.24
8497,3790,12/07/2025,shipped,309.92
6954,5528,29/07/2025,returned,184.48
3337,948,21/07/2024,returned,145.92
6424,2998,12/12/2024,returned,2.75
13800,1886,12/09/2024,shipped,346.5
3285,7679,28/11/2024,completed,75.93
2154,9212,20/04/2025,returned,178.96
1301,8876,21/10/2025,completed,208.92
19702,3606,14/12/2024,returned,2643.07
14702,8481,28/09/2025,processing,373.82
19247,145,22/06/2025,cancelled,1388.9
14555,8226,10/03/2024,completed,273.4
17539,9367,19/10/2025,completed,2770.8
2768,1922,3/11/2025,cancelled,353.02
6372,7833,25/02/2024,cancelled,1677.96
8627,6805,4/03/2025,completed,398.82
15588,3230,3/07/2025,shipped,141.25
1192,2169,7/09/2024,returned,49.66
15032,6682,6/07/2025,shipped,39.32
15112,927,5/06/2024,returned,70.84
19522,5717,20/04/2024,cancelled,83.14
4797,494,9/04/2025,shipped,42.91
19294,7965,26/09/2025,returned,235.46
7425,5577,10/01/2024,returned,145.37
2124,7224,4/02/2025,returned,125.28
10323,2641,9/02/2025,returned,661.96
19148,7856,30/10/2025,returned,576.43
17953,2309,3/06/2024,shipped,60.91
4517,1092,20/06/2025,returned,1888.23
19559,1135,22/08/2024,completed,121.03
10693,7656,14/01/2024,processing,743.23
11717,2428,27/06/2024,completed,361.55
3069,8264,1/06/2024,returned,702.55
5253,2464,10/06/2025,processing,48.22
5620,6281,24/08/2025,returned,20.14
18559,6988,26/03/2024,cancelled,598.63
4013,8786,1/03/2025,cancelled,74.66
5757,1206,23/03/2025,cancelled,87.02
9801,4918,26/04/2024,completed,233.7
5806,4646,2/04/2024,processing,4314.32
6395,2152,28/07/2025,processing,52.92
8675,7541,11/10/2025,completed,1269.75
14983,9642,18/02/2025,shipped,182.46
16045,6193,7/06/2025,completed,254.94
903,3546,26/05/2025,shipped,74.93
493,7738,22/09/2024,completed,918.96
10736,5695,16/09/2024,processing,20.4
5733,889,19/05/2025,completed,21.1
19521,4211,28/03/2024,returned,37.69
3834,1883,27/10/2025,processing,43.42
6470,10,21/07/2025,cancelled,382.75
14355,535,23/03/2025,completed,186.13
11170,3461,6/07/2025,cancelled,455.43
7032,7148,8/10/2024,completed,1531.42
15861,2680,30/12/2024,processing,137.83
3722,8463,26/04/2024,returned,1618.12
5790,8951,17/05/2024,returned,770.45
9880,3991,10/02/2024,completed,553.29
13115,7982,17/07/2024,shipped,316.56
13067,1975,8/02/2025,cancelled,8.47
2321,3728,26/05/2024,returned,599.6
518,7923,17/01/2024,shipped,160.06
10425,453,6/03/2024,shipped,643.26
3047,5164,20/08/2024,cancelled,570.05
19183,2116,24/01/2025,returned,37.9
18546,3692,27/06/2024,shipped,1413.95
19728,6351,3/02/2024,completed,58.1
331,6201,28/01/2025,returned,238.04
19498,5357,9/06/2025,completed,41.84
14639,3669,25/09/2025,completed,255.71
17857,6603,27/01/2024,processing,30.77
2431,6788,17/04/2025,shipped,626.29
6119,2066,23/08/2025,returned,367.54
7703,6557,18/02/2025,completed,183.59
10151,3636,20/01/2025,completed,255.91
12168,9105,1/02/2024,cancelled,120.33
12361,7744,25/12/2024,cancelled,350.41
7476,4887,7/03/2024,processing,708.12
1630,9491,5/05/2025,shipped,273.48
9183,3887,31/05/2024,shipped,145.19
5074,1104,28/09/2025,returned,76.59
15267,3550,4/08/2024,processing,2225.76
2612,8176,22/10/2025,processing,165.96
6280,1072,29/03/2024,processing,392.17
3625,2700,20/03/2025,cancelled,5334.36
5359,9258,30/10/2025,cancelled,1784.29
10525,9661,5/10/2024,processing,108.68
7795,3453,21/08/2024,shipped,24.62
14143,6273,4/02/2024,returned,2459.65
12837,3534,4/04/2025,cancelled,336.88
7730,8148,22/06/2025,completed,19.96
8892,9675,17/10/2024,shipped,570.53
4787,5104,28/04/2024,completed,128.9
9196,3847,22/08/2025,completed,69.42
9983,6157,29/05/2025,returned,2032.5
906,801,20/07/2025,cancelled,86.11
722,311,5/01/2025,completed,118.8
9951,5300,11/03/2025,shipped,650.61
208,8591,1/09/2024,shipped,119.52
4231,6686,23/01/2024,shipped,255.95
6770,542,12/05/2025,completed,293.13
16548,4668,4/11/2025,cancelled,329.38
13627,9508,29/08/2024,processing,9.8
3018,6435,30/04/2025,shipped,588.32
10657,8770,17/04/2024,shipped,122.09
14523,4677,4/02/2025,cancelled,980.19
9651,3268,18/09/2024,completed,37.22
16641,4601,29/02/2024,processing,922.55
12295,3003,1/09/2024,completed,379.98
12321,1831,22/03/2025,processing,671.24
12230,9038,28/08/2025,cancelled,92.24
1992,8387,19/02/2025,processing,761.43
6147,5653,5/03/2025,returned,225.99
6157,5686,29/10/2024,cancelled,57.18
6597,5600,13/12/2024,cancelled,39.84
3036,8207,16/06/2025,shipped,251.14
1758,9708,3/06/2025,cancelled,42.47
3070,5706,3/08/2024,cancelled,1878.86
15260,362,9/11/2025,processing,288.84
9779,4710,24/02/2024,processing,172.42
12514,6490,20/07/2024,completed,59.25
6755,5532,29/01/2025,cancelled,957.42
12581,5098,8/08/2024,processing,3593.95
14721,8930,25/07/2024,processing,1236.95
434,8366,1/07/2024,processing,771.15
14293,7690,6/09/2024,cancelled,12.76
12976,4842,21/09/2025,completed,94.4
13596,2684,25/05/2024,completed,68.51
18147,4689,3/10/2024,completed,712.19
12474,9553,12/08/2025,processing,684.78
9444,6104,21/03/2025,returned,168.04
7055,9303,17/02/2024,shipped,266.56
17778,4389,16/03/2025,cancelled,349.45
14940,7962,8/02/2025,processing,202.11
10228,9760,13/03/2024,completed,22.25
12466,1886,27/07/2025,cancelled,76.49
14898,481,9/09/2025,shipped,1085.66
10209,4660,24/08/2024,completed,115.62
18862,6104,25/07/2025,returned,553.8
15690,654,2/07/2025,cancelled,22.11
12597,3563,15/03/2025,processing,26.31
12531,8345,29/08/2024,completed,14.09
7969,6309,22/03/2024,cancelled,811.21
6969,9598,15/02/2025,completed,51.95
16144,9563,9/02/2024,cancelled,489.61
10894,1024,9/07/2024,returned,127.92
14208,369,18/01/2024,processing,317.15
7974,736,27/06/2024,cancelled,226.41
11445,8419,1/03/2024,processing,2374.82
6821,9904,9/11/2025,cancelled,643.18
19718,2032,22/01/2024,shipped,107.86
1074,253,3/04/2025,completed,464.85
887,572,10/07/2025,returned,89.08
12191,4315,24/02/2024,returned,1130.78
18262,9657,22/02/2025,returned,858.55
8891,955,17/04/2024,processing,491.67
12954,2841,10/06/2025,returned,214.33
5760,7777,18/01/2025,cancelled,477.04
7283,3189,16/10/2024,cancelled,133.02
11389,5429,10/03/2025,returned,136.65
10322,5997,8/06/2024,shipped,809.94
11390,2878,29/05/2025,completed,299.66
15583,3568,26/04/2024,completed,55.14
15833,2540,1/01/2025,cancelled,485.24
17249,414,23/07/2025,returned,1557.84
12120,4232,21/02/2024,shipped,307.27
6924,4592,10/09/2024,processing,78.36
16871,3209,10/12/2024,shipped,852.48
162,3794,16/10/2025,completed,4995.83
13154,2192,6/10/2024,completed,824.25
10914,5461,30/10/2024,cancelled,2927.15
14457,3499,20/06/2025,cancelled,28.04
6785,8900,12/11/2025,completed,299.58
7423,4531,12/11/2024,completed,71.29
3255,9340,14/03/2025,cancelled,200.27
19359,169,9/03/2025,completed,831.94
18853,6310,25/04/2024,cancelled,142.51
5320,5803,13/04/2025,processing,43.7
8695,1078,13/10/2024,cancelled,56.04
16010,1814,1/08/2025,processing,524.33
4194,7596,22/06/2024,completed,626.53
17459,7897,10/08/2025,returned,1898.69
8165,4393,17/03/2024,returned,31.57
9890,5035,7/07/2025,shipped,209.43
5971,2187,16/12/2024,returned,100.06
8817,8925,7/12/2024,shipped,694.32
5251,998,20/01/2025,completed,1015.47
4809,4163,5/04/2024,returned,452.74
17106,7834,7/03/2025,shipped,31.7
3418,8387,1/09/2025,returned,569.52
15775,4606,3/03/2024,processing,251.52
8371,7167,21/04/2024,completed,3059.58
10646,8728,9/01/2025,cancelled,1053.35
1613,3174,23/05/2025,returned,230.45
7553,8412,1/03/2024,shipped,1340.76
5600,9104,1/04/2024,cancelled,883.85
19570,8865,12/05/2024,completed,1283.45
6383,4053,14/02/2024,processing,449.62
14217,9047,15/07/2024,returned,95.77
266,8502,10/03/2024,completed,272.57
11759,233,1/07/2024,returned,2731.48
8992,3779,8/05/2025,processing,658.35
762,5358,29/04/2025,completed,535.01
12803,1744,6/07/2025,returned,154.35
6642,471,19/03/2025,cancelled,60.52
13926,928,10/08/2025,cancelled,524.82
9403,6839,19/05/2024,processing,1316.52
19625,321,30/03/2024,shipped,170.56
17204,3817,19/02/2025,cancelled,243.18
4490,8011,1/04/2025,returned,66.54
17836,2711,27/01/2024,shipped,295.08
1665,4575,25/02/2024,returned,1648.6
4259,4765,7/04/2025,processing,142.38
5425,6155,21/10/2025,shipped,581.58
13130,1945,20/09/2024,processing,19.76
3409,1654,9/11/2025,processing,69.5
9334,4264,3/02/2025,returned,52.95
5967,7324,24/06/2024,cancelled,1941.1
11109,4867,27/02/2025,shipped,143.79
7242,6976,21/03/2025,returned,221.26
15482,5792,14/09/2024,returned,1143.83
18948,6714,7/10/2025,returned,1321.95
19814,9740,27/12/2024,returned,301.08
15068,1585,31/10/2025,completed,1444.97
1233,8347,15/12/2024,shipped,30.77
4284,9107,2/04/2024,completed,163.62
16269,5446,10/05/2024,completed,63.38
19474,3987,21/06/2024,returned,407.67
18633,1785,6/03/2025,shipped,230.69
6949,7428,1/11/2025,shipped,1266.58
4302,6532,5/11/2024,returned,1098.37
14912,7004,1/03/2025,processing,640.88
578,1675,5/08/2024,shipped,148.86
1725,3019,19/11/2024,processing,16.14
6173,1610,17/05/2025,shipped,76.79
9786,968,18/07/2025,shipped,384.7
6753,3750,11/02/2025,returned,39.52
8160,1621,6/07/2025,returned,1325.75
14919,2533,13/10/2025,cancelled,195.37
1600,6030,3/08/2024,cancelled,146.81
11235,4031,1/10/2025,processing,797.93
8720,6622,5/11/2024,processing,1515.39
4725,8542,9/06/2025,completed,57.65
14413,6323,5/04/2024,cancelled,391.69
17295,3817,31/08/2024,returned,350.04
12575,4131,28/05/2025,processing,104.84
14503,1505,3/01/2025,returned,871.99
7155,7536,9/05/2025,cancelled,132.05
13035,9950,7/05/2025,completed,367.05
13877,2392,15/07/2024,returned,250.98
13088,6173,9/11/2025,processing,22.53
1009,4751,22/01/2024,returned,51.05
5630,3656,2/09/2024,cancelled,194.72
8301,1404,23/05/2024,cancelled,1412.41
6573,8616,13/09/2025,cancelled,278.71
19398,3237,26/01/2024,shipped,47.33
1813,5155,7/07/2025,returned,32.11
4052,8463,21/04/2024,cancelled,163.19
11587,6031,21/07/2025,cancelled,1320.8
17145,6426,15/04/2024,returned,158.36
11870,952,5/05/2024,cancelled,166.04
9468,6884,1/10/2025,shipped,2020
18785,1465,26/10/2025,completed,3552.96
6211,8582,12/01/2025,cancelled,314.95
13964,3502,2/03/2025,processing,802.68
16,6392,1/10/2025,processing,127.42
3842,232,27/02/2025,returned,20.06
13033,4906,5/12/2024,processing,4143.52
8857,8555,25/06/2024,returned,66.22
2362,6880,30/04/2025,processing,1008.77
2358,3640,18/04/2025,shipped,210.39
594,3433,20/04/2024,processing,1957.91
7578,6020,30/12/2024,completed,38.8
19141,2362,21/06/2024,returned,195.21
4439,5535,14/11/2025,shipped,194.05
13557,2102,23/07/2025,completed,397.67
1991,4507,9/11/2025,returned,275.17
19951,9016,10/01/2025,returned,665.24
12688,9271,9/02/2025,completed,317.61
8291,7874,13/01/2024,cancelled,2218.56
1014,2581,26/10/2025,returned,423.57
15686,1047,12/09/2024,returned,199.13
17906,368,15/03/2024,returned,694.32
19549,2361,17/02/2025,returned,81.47
12153,1891,24/01/2024,processing,670.61
4467,1214,2/11/2025,shipped,754.97
18389,9222,12/07/2024,shipped,22.55
6371,684,14/04/2024,cancelled,56.37
16333,3779,26/02/2024,processing,412.84
13460,8525,22/10/2025,returned,626.95
16692,2369,6/06/2025,returned,103.45
7592,8229,19/06/2025,processing,60.85
17116,3255,17/05/2024,processing,110.56
10039,8717,30/07/2025,shipped,116.32
18409,8514,21/01/2024,returned,617.12
7879,4544,23/08/2024,processing,1178.65
13777,2941,20/10/2024,shipped,278.74
16204,1898,17/06/2024,processing,1073.61
4998,8088,30/11/2024,shipped,2553.82
7198,5691,26/01/2025,cancelled,382.52
7829,7574,17/05/2025,completed,81.49
7994,4335,18/02/2024,cancelled,1555.95
9767,5338,2/12/2024,processing,1388.44
10787,3844,8/05/2025,processing,286.75
6623,7787,5/04/2024,returned,68.12
1223,4951,29/01/2024,processing,4.51
18247,6369,12/06/2025,returned,44.94
12091,9034,20/10/2024,cancelled,1758.92
8029,1342,30/01/2025,returned,1477.71
5531,8335,13/08/2025,completed,208.75
7498,2288,16/10/2024,shipped,63.98
118,7481,26/09/2024,processing,231.8
17983,4701,26/02/2024,shipped,453.86
12855,2159,21/08/2024,shipped,145.19
12004,2028,26/05/2025,returned,314.46
5213,2177,18/07/2024,completed,31.47
18670,1052,25/05/2024,completed,450.04
6265,8826,20/11/2024,returned,2594.72
17538,3296,21/02/2024,cancelled,611.98
6045,2220,15/09/2025,returned,26.68
15138,925,1/07/2025,cancelled,70.33
4612,9429,25/08/2024,shipped,255.94
7997,6515,16/05/2024,shipped,125.24
16212,7216,19/07/2025,processing,651.22
16114,8006,8/08/2025,shipped,329.4
7480,6106,5/06/2024,returned,1421.23
16838,2706,18/01/2025,processing,455.32
17047,597,4/10/2025,returned,64.23
1494,9944,17/06/2024,processing,2274.21
937,8218,17/03/2025,shipped,69.43
7838,8391,29/01/2025,completed,260.17
8689,684,25/08/2025,cancelled,984.96
13647,3313,28/04/2024,cancelled,351.09
2880,761,29/01/2025,processing,5.11
17505,8655,24/03/2024,shipped,110.72
18747,7419,2/02/2025,returned,124.83
1649,6395,11/10/2024,completed,1989.66
4959,2880,7/07/2024,completed,256.4
15160,9962,5/10/2025,completed,154.67
5192,528,26/06/2024,cancelled,1935.19
535,4420,3/11/2024,cancelled,92.72
14586,487,11/08/2025,processing,179.48
16884,289,5/03/2025,processing,2159.16
2273,4030,2/04/2024,cancelled,239.36
12889,817,4/11/2025,returned,2258.2
9073,3139,16/10/2025,cancelled,505.68
14808,7241,20/05/2025,processing,561.57
12061,7229,21/10/2025,shipped,31.98
604,1570,21/06/2024,completed,244.44
4330,9290,21/10/2024,cancelled,44.83
3451,8206,26/07/2025,completed,554.81
15330,2383,16/02/2025,cancelled,1214.18
5316,2127,3/11/2024,returned,60.37
5890,7261,13/12/2024,shipped,2061.65
11252,2856,9/02/2024,shipped,241.73
1114,8406,14/09/2025,returned,538.62
10999,3957,2/08/2025,cancelled,418.78
16378,3137,29/01/2024,shipped,793.78
10755,8924,14/09/2025,shipped,53.19
15092,3216,10/01/2024,shipped,1442.62
12259,8096,15/09/2025,shipped,552.77
16464,1714,11/11/2024,shipped,452.46
2731,9318,14/04/2025,completed,349.03
3517,4925,11/09/2024,completed,125.28
11969,1321,18/09/2024,processing,33
17925,6504,20/01/2025,processing,22.28
5284,4304,26/02/2025,completed,377.93
7972,7265,8/10/2024,shipped,44.4
12667,8710,27/05/2025,cancelled,186.13
12285,6536,8/03/2024,returned,98.79
11165,1881,30/01/2025,cancelled,40.03
11437,4141,19/10/2025,processing,110.72
8313,5346,22/03/2024,returned,378.59
286,8461,9/01/2025,cancelled,1831.44
3265,7877,22/08/2025,cancelled,26.07
6627,3235,26/01/2025,shipped,3112.56
12208,352,8/05/2025,shipped,146.81
6678,1544,26/06/2024,processing,53.8
10897,1438,3/01/2024,completed,1092.38
15876,3187,15/02/2025,completed,21.3
13690,8303,14/05/2025,returned,30.82
9359,2201,9/03/2024,shipped,223.58
18700,2915,22/12/2024,shipped,336.32
12655,4464,9/04/2025,completed,511.04
14528,553,10/01/2024,cancelled,370.07
14213,9428,16/05/2025,processing,567.75
2098,4023,8/04/2024,completed,188.09
2530,3717,15/04/2024,processing,132.56
14139,5636,12/09/2024,returned,102.08
14245,589,14/06/2024,cancelled,403.08
18617,9377,13/11/2025,completed,1080.46
4586,3427,1/11/2025,cancelled,6123.01
13683,9071,11/12/2024,completed,214.39
18462,8921,12/05/2025,returned,152.86
656,2931,26/08/2025,completed,306.66
3484,5348,30/03/2024,processing,364.94
3183,2102,10/08/2024,completed,45.74
4698,3034,25/05/2025,returned,173.94
2593,8631,2/10/2025,cancelled,551.01
4035,7972,11/04/2025,cancelled,1751.06
10053,3138,6/09/2024,processing,175.83
15816,299,2/03/2024,completed,766.75
8924,2968,18/03/2025,returned,59.91
9074,492,3/10/2025,cancelled,366.88
6436,2438,31/10/2024,shipped,36.51
6729,8820,5/03/2024,shipped,176.98
9930,2572,24/04/2024,completed,954.24
8466,3959,18/06/2025,shipped,337.8
10232,1003,22/05/2025,shipped,874.11
16459,27,22/09/2024,shipped,1125.55
2147,3750,1/04/2025,completed,2670.07
13762,1583,1/07/2024,cancelled,697.8
10149,795,1/11/2024,processing,1.49
13666,5369,5/06/2024,completed,1360.3
10877,9657,4/08/2024,returned,565.37
10243,1300,25/08/2024,shipped,1051.42
3325,5972,14/01/2024,returned,529.06
8191,208,24/04/2024,returned,813.79
14811,6574,1/03/2025,completed,328.61
6364,3564,5/12/2024,returned,594.51
18992,6440,25/10/2024,shipped,65.55
15814,9380,7/04/2024,processing,40.02
142,6344,26/10/2024,cancelled,781.14
9954,175,22/01/2025,processing,1644.91
12030,7801,6/10/2025,shipped,52.06
16019,3507,16/03/2025,completed,98.3
8439,8131,21/11/2024,returned,149
8108,3983,16/07/2024,processing,46
5887,9807,6/07/2024,shipped,2757.36
7122,6300,9/10/2025,shipped,1174.48
14882,8420,10/08/2024,processing,2956.05
19053,9209,9/05/2025,shipped,288.79
10603,856,18/06/2025,cancelled,835.66
1308,5529,23/02/2025,completed,150.13
5868,8341,28/04/2025,cancelled,65.06
14263,7670,3/01/2025,cancelled,780.86
6473,8063,1/07/2024,processing,1735.18
19537,2508,2/11/2025,completed,4140.43
2158,528,12/05/2024,shipped,729.8
1641,395,18/12/2024,returned,691.46
1934,4853,13/06/2025,shipped,505.82
10339,981,9/04/2024,shipped,13.83
10981,4418,21/02/2024,cancelled,278.72
12453,3378,1/01/2024,processing,699.56
15060,3079,22/02/2024,completed,83.14
7418,3335,17/08/2025,cancelled,452.11
6548,5598,6/12/2024,completed,2784.07
10628,5021,15/12/2024,returned,379.76
7866,1321,26/09/2025,cancelled,20.41
6158,858,18/04/2025,processing,94.02
16123,7491,15/11/2024,processing,121.29
3091,4238,3/08/2025,returned,44.29
18930,868,1/05/2025,cancelled,201.32
14787,9843,11/09/2025,processing,253.68
10342,9292,25/10/2024,returned,304.74
19678,8775,9/06/2025,completed,215.65
15378,6087,30/08/2025,returned,414.33
7799,5420,5/10/2024,processing,428.94
12372,2950,23/10/2024,shipped,685.74
18877,9219,26/05/2025,processing,1158.99
1462,7869,18/03/2025,completed,1340.76
9991,2847,17/03/2025,cancelled,238.88
5193,5627,19/10/2025,completed,447.42
15616,7909,4/02/2025,processing,29.53
312,3472,16/03/2024,shipped,1113.78
4646,4866,2/07/2025,completed,5.28
5058,2775,7/09/2024,cancelled,99.06
16390,672,29/10/2024,completed,36.95
8780,2829,10/03/2025,processing,99.78
17512,9055,9/09/2024,completed,294.22
2968,8434,29/03/2024,returned,302.09
5145,608,18/02/2024,shipped,452.72
10997,6864,27/05/2024,shipped,354.29
292,7310,18/02/2025,processing,581.24
4417,2701,17/03/2024,shipped,399.98
6812,3218,31/05/2025,cancelled,157.71
6191,2239,23/04/2025,shipped,868.13
787,2255,25/07/2024,cancelled,26.49
899,2789,8/06/2025,processing,407.54
13380,26,16/06/2024,shipped,70.33
5492,4903,29/10/2025,completed,332.04
10446,5379,25/08/2025,cancelled,1645.55
9176,4962,22/05/2025,processing,580.06
222,8552,11/08/2024,completed,119.3
764,6613,23/11/2024,completed,941.03
5288,8232,23/10/2025,shipped,649.82
14282,8836,22/09/2025,returned,52.87
11644,1052,17/08/2024,cancelled,114.53
1176,2194,13/06/2025,returned,105.52
5648,3056,30/06/2024,processing,740.34
7814,7512,22/07/2025,shipped,52.29
14753,2469,1/02/2024,completed,292.77
10096,8849,4/08/2025,returned,409.61
10575,3728,27/08/2025,processing,327.79
7890,2346,7/01/2024,processing,344.84
11895,4247,2/03/2025,cancelled,483.74
7567,17,26/01/2025,cancelled,479.8
10467,7520,1/02/2025,returned,20.26
3012,2439,3/03/2025,processing,45.28
16699,6247,26/05/2024,shipped,1823.48
18041,6988,1/09/2025,cancelled,2126.55
5850,6314,15/03/2025,shipped,2212.5
6387,9527,26/09/2025,cancelled,288.57
10408,5721,1/04/2025,shipped,130.34
9428,3890,10/04/2024,completed,32.88
15183,7621,1/09/2025,returned,141.4
16297,3262,7/05/2025,cancelled,38.31
2784,1588,26/03/2024,completed,336.44
2923,167,17/05/2024,completed,1324.11
3691,175,8/12/2024,processing,241.13
13081,6559,3/09/2025,cancelled,149.22
19677,106,8/06/2025,shipped,523.03
17121,7567,8/11/2025,shipped,4804.48
14168,4119,11/09/2024,shipped,871.92
19087,282,10/06/2025,shipped,110.22
14173,3113,1/06/2024,cancelled,17.6
15592,6628,28/04/2024,shipped,800.85
13791,9466,21/10/2025,shipped,257.99
1006,3072,6/11/2024,completed,155.39
16646,4662,23/02/2024,completed,29.83
7362,3673,10/04/2024,returned,167.32
18799,6026,15/05/2024,returned,1023.73
7689,1914,5/03/2025,returned,1064.52
11310,9183,12/10/2024,returned,293.62
19201,6072,25/06/2024,processing,838.04
2291,9236,14/04/2025,completed,469.76
13867,5060,24/04/2025,completed,761.98
8582,1209,30/09/2024,processing,353.65
13960,6861,30/09/2024,processing,31.35
6351,5669,27/07/2025,shipped,111.12
3359,357,4/09/2024,completed,2171.31
18473,3038,23/12/2024,returned,346.46
6409,7880,8/06/2025,completed,1979.6
15532,9615,24/04/2024,processing,101.91
5462,7833,29/02/2024,shipped,178.96
14073,7881,27/10/2025,cancelled,42.31
3852,4996,20/12/2024,processing,23.33
6916,4747,22/08/2025,returned,86.47
11223,1279,2/09/2025,cancelled,548.83
6305,2360,3/06/2024,returned,2011.39
3121,4617,4/02/2025,shipped,121.02
4188,3874,8/10/2024,completed,250.79
10596,7386,19/05/2025,shipped,1192.85
17867,9510,23/04/2025,returned,2456.57
13581,3462,2/08/2024,shipped,103.3
6413,1628,17/08/2025,completed,283.42
11541,1053,23/10/2025,cancelled,246.4
15264,52,25/10/2025,returned,566.53
5771,5529,29/01/2024,shipped,5.66
1019,6318,22/07/2025,processing,112.19
15521,7587,8/08/2025,processing,326.86
720,6219,5/03/2025,returned,5.84
4457,5357,13/11/2025,returned,1406.66
6873,815,7/05/2025,processing,69.57
5675,3321,1/06/2024,completed,283.47
16858,2649,10/01/2025,cancelled,1956.36
17723,3516,13/06/2025,completed,259.9
517,5325,25/04/2024,shipped,1471.73
6378,9691,28/05/2024,returned,302.35
473,9281,30/12/2024,cancelled,195.79
15817,4069,16/06/2025,completed,402.37
6935,6203,10/01/2024,processing,113.45
18963,4554,7/10/2024,completed,790.08
10822,6836,16/05/2025,processing,77.08
11132,9187,16/10/2025,processing,44.89
1351,3273,18/10/2024,completed,20.31
13615,8674,25/08/2025,processing,1055.26
750,5505,2/03/2024,completed,433.49
3896,918,25/08/2024,shipped,6.75
10044,4822,29/09/2024,shipped,503.43
1900,3365,6/12/2024,shipped,77.58
12692,8161,16/06/2024,cancelled,237.26
11013,5296,15/06/2024,cancelled,159.29
9621,5616,8/06/2025,returned,227.75
4854,844,26/04/2025,processing,2313.19
16444,6305,7/05/2025,cancelled,82.98
2122,7299,20/05/2024,processing,548.89
5977,2805,13/07/2024,processing,134.22
17908,62,31/10/2024,shipped,189.79
14489,312,17/11/2024,cancelled,185.7
10810,8998,27/06/2024,shipped,709.5
10447,4546,13/03/2024,completed,2318.98
8476,7190,18/08/2024,returned,495.76
5610,6127,18/05/2025,returned,181.14
938,6729,12/12/2024,cancelled,222.92
19500,2899,2/08/2025,shipped,1525.07
11977,4719,26/06/2024,returned,152.77
17588,3869,27/12/2024,cancelled,2546.79
10430,588,2/01/2024,completed,31.35
7305,702,30/10/2024,completed,764.24
13007,6503,7/06/2025,shipped,599.32
5961,1672,5/03/2025,shipped,180.4
5882,6166,8/05/2024,shipped,167.98
12877,1285,15/04/2024,shipped,289.24
134,4675,4/09/2024,completed,35.22
5327,8435,21/01/2025,shipped,168.03
10083,8695,2/04/2024,returned,196.56
19757,1766,21/03/2024,shipped,489.1
19407,1936,19/07/2024,returned,4784.12
2401,4983,13/04/2025,returned,252.09
3659,6315,18/05/2025,returned,315.58
19881,3029,26/07/2024,shipped,943.5
1938,8359,22/08/2025,returned,36.42
15605,4074,23/05/2025,processing,808.27
15921,3669,20/07/2025,processing,1479.59
10893,6540,17/03/2025,returned,698.17
2786,1676,25/05/2025,completed,142.59
2845,9856,1/03/2025,returned,49.73
8801,4771,2/08/2025,returned,1574.61
4561,5231,24/06/2025,cancelled,68.77
1931,8460,26/01/2024,processing,590.54
18020,6658,28/09/2025,shipped,45.72
15646,3998,30/08/2025,returned,103.67
8146,645,1/04/2024,cancelled,239.9
18303,1574,16/01/2025,cancelled,171.93
13534,1687,10/06/2025,cancelled,143.08
12292,307,18/03/2024,shipped,217.99
11029,1594,23/09/2025,completed,1613.29
6614,9123,23/08/2024,processing,372.81
13883,6903,22/03/2025,processing,99.78
589,1164,8/01/2025,shipped,275.91
7189,8980,13/09/2024,processing,553.29
13638,5252,5/10/2025,cancelled,36.53
8537,7197,29/03/2024,shipped,1212.14
17263,8081,21/06/2025,shipped,294.72
14823,6766,8/11/2025,cancelled,74.97
7519,4280,25/06/2024,completed,726.33
778,6338,20/06/2024,processing,1436.36
9515,5468,19/09/2024,cancelled,157.79
14832,9655,10/09/2024,processing,104.55
567,1619,17/06/2024,cancelled,198.15
13922,6229,27/03/2024,processing,277.12
15868,4395,10/07/2025,shipped,249.39
204,4810,11/05/2025,completed,3590.85
6636,8264,15/04/2024,completed,228.06
13323,6982,25/05/2024,processing,925.17
10633,7876,22/06/2025,shipped,1603.75
12662,2019,4/10/2024,shipped,60.11
7090,6936,28/06/2024,completed,77.18
3767,7605,14/05/2025,cancelled,432.27
19394,3045,15/06/2025,processing,69.43
14384,1555,3/04/2024,shipped,47.35
19779,5610,24/05/2025,completed,227.85
707,533,28/08/2025,completed,87.46
10198,695,30/01/2025,completed,482.06
7179,461,2/07/2024,returned,61.2
10306,3355,14/01/2025,shipped,161.25
12206,7396,31/05/2024,returned,1440.19
12951,8505,23/04/2025,returned,797.86
2396,2362,16/01/2024,shipped,2954.41
6809,2916,17/08/2024,shipped,294.78
19755,531,9/06/2024,cancelled,95.81
12329,9444,4/03/2025,shipped,659.19
14629,79,15/06/2024,cancelled,114.32
19307,8051,26/07/2025,processing,113.44
8813,9051,18/09/2025,completed,33.02
3115,2215,7/11/2024,returned,633.09
3954,5425,21/10/2024,processing,700.79
13300,9020,31/08/2025,cancelled,253.2
18630,9517,15/04/2024,cancelled,224.43
16688,9006,1/03/2025,cancelled,220.57
10246,9884,14/02/2025,cancelled,362.23
17464,4125,3/10/2025,processing,250.11
