prdid,prdname,prdcategory,prdbrand,prdprice,prdrating
1419,GreenLeaf Process,Automotive,GreenLeaf,990.68,3.86
1906,GreenLeaf Sport,Books,GreenLeaf,17.73,3
223,Solace Six,Clothing,Solace,56.92,3.95
914,Harbor Meeting,Pet Supplies,Harbor,97.63,4.21
1539,Willow Into,Clothing,Willow,103.59,2.58
1160,Everest Compare,Sports,Everest,88.97,2.5
1816,Willow Catch,Automotive,Willow,91.42,2.79
1569,Everest Develop,Clothing,Everest,51.05,4.46
946,Everest Modern,Books,Everest,35.56,2.89
1606,GreenLeaf Stage,Electronics,GreenLeaf,1097.96,4.45
157,GreenLeaf Ask,Beauty,GreenLeaf,195.21,4.02
1965,Orion Child,Pet Supplies,Orion,81.47,3.1
1473,Orion Former,Toys,Orion,88.39,3.14
1310,Solace Throw,Home & Kitchen,Solace,195.3,3.53
1658,Harbor Agree,Clothing,Harbor,20.37,3.92
408,GreenLeaf Green,Pet Supplies,GreenLeaf,10.52,3.72
961,Solace Close,Automotive,Solace,698.45,4.55
226,Solace School,Clothing,Solace,118.33,2.8
906,Acme Happy,Beauty,Acme,26.49,4.74
1153,NeoTech Car,Home & Kitchen,NeoTech,19.55,4.17
314,Everest According,Books,Everest,79.29,4.76
347,Astra Significant,Pet Supplies,Astra,19.77,3.89
1212,Harbor Be,Clothing,Harbor,49.21,2.51
1639,Everest Single,Clothing,Everest,253.6,3.94
452,Zenith Total,Books,Zenith,37.56,4.64
642,Acme Group,Electronics,Acme,1816.28,3.65
372,Solace Particular,Pet Supplies,Solace,100.33,4.07
196,Willow Expert,Beauty,Willow,11.83,3.38
1156,Harbor Hear,Books,Harbor,96.56,3.87
1771,GreenLeaf Guess,Sports,GreenLeaf,120.32,4.36
962,Everest May,Clothing,Everest,274.66,4.23
1940,Acme Road,Sports,Acme,115.22,2.78
1099,GreenLeaf List,Books,GreenLeaf,33.06,4.49
940,Willow Blood,Automotive,Willow,658.02,3.25
1437,Solace Hundred,Pet Supplies,Solace,47.35,2.95
47,Acme Together,Beauty,Acme,94.71,3.71
728,Solace Around,Beauty,Solace,34,2.92
1060,Zenith Structure,Home & Kitchen,Zenith,307.27,4.85
1767,Harbor Laugh,Beauty,Harbor,254.74,4.73
349,Zenith Need,Electronics,Zenith,474.22,3.07
311,Pulse Money,Beauty,Pulse,110.72,4.69
635,Acme Provide,Books,Acme,14.99,3.14
878,Orion Thought,Books,Orion,56.03,4.56
457,Pulse Boy,Sports,Pulse,33,4.35
135,NeoTech Society,Sports,NeoTech,49.41,3.85
480,Harbor Enjoy,Pet Supplies,Harbor,60.33,4.31
1834,Nimbus Person,Automotive,Nimbus,32.08,3.56
1486,Acme Key,Home & Kitchen,Acme,151.5,3.04
846,Willow Recent,Automotive,Willow,226.36,3.51
166,Harbor Significant,Toys,Harbor,103.35,3.12
595,GreenLeaf History,Books,GreenLeaf,100.62,4.29
800,Acme Whom,Pet Supplies,Acme,24.98,4.44
534,Astra Speak,Pet Supplies,Astra,19.24,4.49
1211,Pulse Major,Home & Kitchen,Pulse,9.28,2.64
1188,Astra Study,Toys,Astra,61.06,3.4
671,Solace Treat,Toys,Solace,84.7,3.59
1379,Willow Pressure,Home & Kitchen,Willow,61.86,4.04
318,Willow Position,Pet Supplies,Willow,91.92,4.25
716,Acme Factor,Electronics,Acme,273.91,4.48
1255,Harbor Discuss,Groceries,Harbor,37.59,2.93
1443,Pulse Scene,Books,Pulse,28.43,4.42
872,Astra Begin,Sports,Astra,51.33,2.97
715,Astra Style,Books,Astra,49.84,2.56
277,Orion Their,Beauty,Orion,43.39,3.03
39,NeoTech A,Clothing,NeoTech,33.41,4.75
864,NeoTech Decide,Clothing,NeoTech,168.44,3.48
1971,Everest Source,Groceries,Everest,22.59,4.03
1530,NeoTech Collection,Sports,NeoTech,125.28,2.51
804,Harbor Crime,Toys,Harbor,72.33,2.7
824,Nimbus Report,Beauty,Nimbus,83.11,4.8
249,NeoTech Husband,Books,NeoTech,64.76,2.84
60,Nimbus Interesting,Toys,Nimbus,81.57,2.56
200,Zenith Story,Groceries,Zenith,13.85,3.37
1216,Solace Well,Groceries,Solace,7.42,3.43
841,Pulse Daughter,Pet Supplies,Pulse,34.32,2.52
238,Harbor Follow,Sports,Harbor,168.05,3.88
1110,Zenith Again,Toys,Zenith,143.9,4.4
719,NeoTech Network,Beauty,NeoTech,134.95,3.02
1624,Pulse Join,Clothing,Pulse,50.81,4.64
1,Astra Be,Clothing,Astra,157.89,4.08
611,Astra Production,Beauty,Astra,108.27,2.8
1575,Nimbus Approach,Groceries,Nimbus,32.63,2.98
26,Pulse Such,Automotive,Pulse,742.47,2.85
382,Astra Understand,Automotive,Astra,466.25,3.04
292,GreenLeaf Who,Automotive,GreenLeaf,203.3,3.2
576,Zenith Air,Pet Supplies,Zenith,9.8,4.48
404,Astra Grow,Sports,Astra,208.05,4.61
518,Willow Newspaper,Groceries,Willow,20.15,4.77
160,Acme Cold,Electronics,Acme,259.69,2.73
316,NeoTech Also,Toys,NeoTech,72.21,3.8
214,Everest Even,Home & Kitchen,Everest,191.69,2.53
104,Solace Interesting,Beauty,Solace,40.38,2.97
186,NeoTech Not,Electronics,NeoTech,231.15,3.7
1782,Zenith Security,Clothing,Zenith,66.11,4
1551,GreenLeaf Reflect,Groceries,GreenLeaf,11.78,2.68
859,Pulse Decide,Electronics,Pulse,422.22,3.51
628,Astra Small,Electronics,Astra,612.23,4.58
1198,Everest Memory,Pet Supplies,Everest,58.11,2.54
711,Solace Really,Electronics,Solace,536.33,3.98
111,GreenLeaf Bar,Clothing,GreenLeaf,55.21,3.86
664,Harbor Size,Automotive,Harbor,675.42,3.75
809,GreenLeaf Carry,Clothing,GreenLeaf,232.34,3.92
1773,Orion Event,Groceries,Orion,12.34,3.21
1726,Zenith Control,Toys,Zenith,25.89,4.41
283,Everest Image,Beauty,Everest,42.47,4.42
1197,Harbor Allow,Electronics,Harbor,689.05,3.25
1225,Orion Begin,Automotive,Orion,36.52,2.87
409,Pulse Idea,Groceries,Pulse,11.8,4.77
1572,Everest Stop,Pet Supplies,Everest,67.51,4.79
1842,Orion Kitchen,Books,Orion,29.1,4.12
776,Pulse Study,Clothing,Pulse,41.51,3.81
86,Orion And,Pet Supplies,Orion,5.54,4.63
882,Nimbus Somebody,Sports,Nimbus,215.65,4.55
1923,Solace Surface,Toys,Solace,38.31,3.16
85,Astra Make,Automotive,Astra,462.62,3.21
1466,Orion Fund,Beauty,Orion,104.54,3.29
371,NeoTech Stand,Groceries,NeoTech,19.06,4.9
1874,Willow Show,Electronics,Willow,605.36,3.56
496,Willow Property,Toys,Willow,100.66,2.86
887,Acme Democratic,Automotive,Acme,670.63,4.14
1705,Astra Marriage,Groceries,Astra,10.96,4.16
1633,Nimbus Drive,Home & Kitchen,Nimbus,132.13,3.85
1692,Acme Effect,Automotive,Acme,108.67,4.64
870,Orion Thought,Clothing,Orion,132.71,3.32
1208,Pulse All,Automotive,Pulse,600.89,4.83
1744,Acme Artist,Electronics,Acme,1797.55,3.21
273,Willow Seem,Automotive,Willow,913.33,2.55
867,GreenLeaf Everybody,Clothing,GreenLeaf,183.87,3.85
386,Pulse Born,Automotive,Pulse,495.1,3.61
936,Acme Clear,Home & Kitchen,Acme,236.97,3.79
1538,Astra Pressure,Pet Supplies,Astra,72.49,2.74
1192,Pulse Street,Home & Kitchen,Pulse,73.31,2.94
1678,Orion Attack,Automotive,Orion,627.99,4.03
562,Willow Exist,Clothing,Willow,23.79,3.15
869,Harbor Nature,Sports,Harbor,146.17,3.17
919,Willow Value,Toys,Willow,33.99,2.92
1665,Astra Might,Toys,Astra,76.59,4.3
955,Solace So,Sports,Solace,226.85,2.84
1213,Nimbus Enough,Sports,Nimbus,12.47,4.8
1028,Harbor Case,Beauty,Harbor,150.45,4.5
69,Harbor Student,Pet Supplies,Harbor,106.99,3.09
1596,Pulse Eight,Beauty,Pulse,38.16,3.64
1611,Willow Benefit,Electronics,Willow,1028.88,2.86
38,Astra Enter,Toys,Astra,44.23,3.85
1340,GreenLeaf Likely,Pet Supplies,GreenLeaf,70.7,4.54
1541,Solace Tv,Automotive,Solace,636.16,3.93
532,Pulse Commercial,Clothing,Pulse,21.52,4.71
1276,Harbor Forget,Clothing,Harbor,39.32,3.35
1851,Acme Wife,Pet Supplies,Acme,9.25,3.77
1870,Acme Subject,Automotive,Acme,383.26,3.16
1998,Solace Practice,Beauty,Solace,105.48,4.73
1609,Nimbus Hold,Books,Nimbus,29.15,2.55
1970,Astra Success,Beauty,Astra,136.74,4.48
87,Pulse Fine,Home & Kitchen,Pulse,339.43,3.38
735,Nimbus City,Automotive,Nimbus,639.96,3.45
760,Zenith North,Beauty,Zenith,20.41,4.88
1955,Astra Remain,Beauty,Astra,124.68,4.88
1880,Orion Coach,Books,Orion,55.14,2.93
983,Everest Meet,Home & Kitchen,Everest,23.58,4.51
1224,Harbor Last,Toys,Harbor,108.97,3.62
1029,Zenith Might,Groceries,Zenith,12.31,4.43
620,Orion Consider,Groceries,Orion,9.49,2.85
1390,Willow Position,Automotive,Willow,293.83,3.79
1389,GreenLeaf Sea,Groceries,GreenLeaf,20.84,4.23
1305,Nimbus Drug,Automotive,Nimbus,864.19,2.69
387,Acme Store,Automotive,Acme,435.72,3.9
1412,Everest Exactly,Home & Kitchen,Everest,318.64,3.09
1327,Acme Process,Groceries,Acme,3.61,4.59
944,GreenLeaf Cut,Clothing,GreenLeaf,20.32,4.3
670,GreenLeaf Evidence,Pet Supplies,GreenLeaf,79.6,3.87
1094,Astra Type,Groceries,Astra,11.95,3.52
1542,Willow Message,Electronics,Willow,355.14,2.52
953,Everest Century,Sports,Everest,163.08,4.47
274,Acme Break,Electronics,Acme,1197.44,3.53
1949,Astra Make,Books,Astra,19.54,4.01
588,Everest She,Pet Supplies,Everest,19.35,3.18
895,Harbor Risk,Groceries,Harbor,34.1,3.55
449,GreenLeaf Left,Groceries,GreenLeaf,18.64,2.73
1403,Willow At,Sports,Willow,343.39,2.9
58,Astra Power,Electronics,Astra,788.21,3.41
689,Nimbus Morning,Groceries,Nimbus,18.5,2.68
502,Orion Student,Sports,Orion,442.12,3.25
1576,Nimbus Treat,Sports,Nimbus,51.04,4.64
710,Zenith Too,Sports,Zenith,110.33,3.26
683,Orion Paper,Toys,Orion,15.22,4.29
1139,Willow Past,Home & Kitchen,Willow,264.04,4.71
468,Astra Dream,Sports,Astra,36.4,4.14
559,Zenith Hope,Sports,Zenith,59.17,4.12
1801,Harbor Wrong,Sports,Harbor,365.24,3.12
381,Solace Chance,Sports,Solace,177.64,2.87
426,Nimbus Gun,Home & Kitchen,Nimbus,244.16,4.24
1754,Zenith Something,Groceries,Zenith,1.78,2.68
1583,Orion Up,Groceries,Orion,13.54,4.46
32,Orion Itself,Clothing,Orion,265.99,3.75
1245,Harbor Accept,Beauty,Harbor,71.41,3.96
485,NeoTech Several,Groceries,NeoTech,9.97,2.59
182,Acme Cause,Books,Acme,9.27,2.83
291,Nimbus Goal,Books,Nimbus,50.3,4.89
282,Solace Represent,Beauty,Solace,154.03,4.79
1999,Willow Old,Automotive,Willow,116.13,2.75
59,Orion Short,Clothing,Orion,176.48,3.98
970,Acme Art,Pet Supplies,Acme,54.77,2.84
1459,Harbor Much,Pet Supplies,Harbor,30.01,2.59
1809,Zenith Board,Home & Kitchen,Zenith,131.75,2.77
1818,Willow Prepare,Beauty,Willow,70.39,4.11
613,Pulse Physical,Automotive,Pulse,300.24,2.83
124,Everest Yes,Home & Kitchen,Everest,36.32,2.85
1383,Everest Professional,Groceries,Everest,19.17,2.69
849,Zenith Road,Automotive,Zenith,157.67,3.82
1994,GreenLeaf Concern,Beauty,GreenLeaf,57.21,4.74
540,Zenith Foreign,Automotive,Zenith,337.8,3.08
1751,Everest Make,Beauty,Everest,60.7,4.43
775,Everest Real,Clothing,Everest,69.1,3.82
1775,Zenith Religious,Groceries,Zenith,23.52,4.55
171,Astra Protect,Toys,Astra,47.33,3.24
825,Harbor National,Clothing,Harbor,23.92,4.35
599,Nimbus Analysis,Groceries,Nimbus,11.71,4.41
1976,Orion Size,Beauty,Orion,133.71,3.37
1585,Everest Several,Home & Kitchen,Everest,45.55,3.37
587,Zenith Friend,Books,Zenith,15.87,3.92
1240,Nimbus Many,Home & Kitchen,Nimbus,470.89,4.33
1762,Harbor Vote,Electronics,Harbor,476.36,3.08
820,Orion Get,Automotive,Orion,974.16,2.51
329,Astra Support,Toys,Astra,106.81,3.02
303,Willow Note,Electronics,Willow,1535.55,4.2
1375,Astra Owner,Electronics,Astra,1993.95,2.52
1427,Acme Rich,Sports,Acme,238.36,3.04
163,GreenLeaf Simply,Beauty,GreenLeaf,31.44,3.84
1270,Everest Raise,Pet Supplies,Everest,133.78,3.47
193,Everest Nearly,Automotive,Everest,794.73,4.21
1988,Acme Character,Automotive,Acme,202.98,3.26
1268,NeoTech Clearly,Toys,NeoTech,50.17,3.73
448,Zenith Stop,Pet Supplies,Zenith,66.33,2.57
622,GreenLeaf Call,Electronics,GreenLeaf,865.55,3.91
1011,Astra Many,Pet Supplies,Astra,48.22,4.42
1953,Orion International,Electronics,Orion,955.5,4.13
176,Orion Rock,Toys,Orion,111.48,4.8
651,Solace Option,Automotive,Solace,926.15,3.53
1496,Astra Cost,Beauty,Astra,52.25,3.32
21,Willow Special,Electronics,Willow,1772.36,2.9
1126,NeoTech Style,Books,NeoTech,50.15,4.34
207,GreenLeaf Painting,Clothing,GreenLeaf,227.28,3.4
589,Astra Next,Toys,Astra,88.66,4.86
1034,Nimbus Imagine,Home & Kitchen,Nimbus,15.62,2.78
1220,Willow Rich,Electronics,Willow,697.76,4.79
466,Nimbus Congress,Clothing,Nimbus,76.15,2.61
698,Everest Represent,Pet Supplies,Everest,48.4,2.72
616,Acme Indeed,Toys,Acme,28.51,4.48
380,Solace Social,Home & Kitchen,Solace,148.33,2.57
591,GreenLeaf Pull,Books,GreenLeaf,55.44,4.65
892,GreenLeaf Measure,Toys,GreenLeaf,67.1,4.86
969,Astra A,Toys,Astra,12.65,2.74
984,Pulse Possible,Home & Kitchen,Pulse,244.36,3.13
931,Willow Production,Automotive,Willow,273.71,3.34
29,Solace Player,Automotive,Solace,357.87,4.32
1452,Harbor Significant,Home & Kitchen,Harbor,505.82,2.92
1420,NeoTech Democrat,Clothing,NeoTech,114.66,2.61
1181,Pulse Throughout,Pet Supplies,Pulse,66.6,3.77
880,Harbor Gas,Sports,Harbor,401.23,4.36
202,Harbor Body,Groceries,Harbor,26.28,3.51
990,Orion Save,Automotive,Orion,66.52,4.48
1918,Harbor Close,Sports,Harbor,103.58,3.93
1009,Orion Pull,Sports,Orion,32.46,2.86
1902,Acme Such,Sports,Acme,165.59,3.45
1119,Nimbus Minute,Beauty,Nimbus,74.08,3.62
1546,Nimbus Head,Toys,Nimbus,100.3,3.9
1888,NeoTech Late,Groceries,NeoTech,16.14,2.95
1808,Astra Pull,Pet Supplies,Astra,49.88,3.29
966,Harbor Buy,Electronics,Harbor,1151.47,4.37
1627,Nimbus Happy,Groceries,Nimbus,11.67,4.12
623,Pulse Pass,Books,Pulse,52.95,3.06
1734,Astra About,Home & Kitchen,Astra,68.37,3.99
1505,NeoTech Score,Clothing,NeoTech,142.27,3.54
194,Nimbus Consider,Toys,Nimbus,59.65,4.83
676,Acme Push,Beauty,Acme,21.12,2.85
512,Nimbus Knowledge,Sports,Nimbus,101.36,4.22
1464,Pulse Production,Beauty,Pulse,28.37,2.54
1667,Solace Serve,Toys,Solace,38.11,4.38
1857,GreenLeaf Improve,Toys,GreenLeaf,92.99,3.23
845,Nimbus Whole,Groceries,Nimbus,11.14,4.4
1643,Acme Show,Clothing,Acme,58.73,3.63
132,Willow Recently,Clothing,Willow,135.87,2.56
827,Willow Cell,Books,Willow,52.53,4.29
369,Everest Against,Toys,Everest,15.41,3.26
341,Pulse Serious,Sports,Pulse,53.26,3.26
1413,Zenith Part,Pet Supplies,Zenith,55.76,3.56
1712,Zenith Management,Home & Kitchen,Zenith,260.48,3.55
1636,Solace Administration,Toys,Solace,16.95,3.1
636,GreenLeaf Save,Automotive,GreenLeaf,94.4,3.78
280,Zenith Cold,Groceries,Zenith,23.41,3.42
445,Willow Sit,Pet Supplies,Willow,11.9,4.14
355,Orion Whatever,Electronics,Orion,577.93,4.02
1235,Everest Manage,Groceries,Everest,11.4,4.28
855,Acme Room,Sports,Acme,366.84,3.4
535,Willow Exactly,Clothing,Willow,62.96,4.14
270,Zenith Break,Books,Zenith,44.29,4.64
158,Zenith Accept,Sports,Zenith,314.58,4.02
1878,Pulse Computer,Home & Kitchen,Pulse,212.46,4.51
370,Everest Property,Automotive,Everest,201.91,3.3
140,NeoTech Center,Pet Supplies,NeoTech,20.93,3.78
580,Solace His,Beauty,Solace,134.99,4.43
948,Harbor Several,Groceries,Harbor,21.02,2.75
356,Willow If,Pet Supplies,Willow,67.94,2.69
813,Orion Smile,Clothing,Orion,205.74,2.69
1597,Harbor Place,Books,Harbor,7.37,3.15
82,Acme Special,Groceries,Acme,2.92,4.56
674,GreenLeaf Seem,Pet Supplies,GreenLeaf,21.11,3.85
264,Acme Account,Electronics,Acme,1006.47,3.07
1092,Orion Enter,Clothing,Orion,20.74,3.08
121,Everest Food,Home & Kitchen,Everest,390.29,4.28
942,Acme Memory,Clothing,Acme,157,4.58
1996,NeoTech Turn,Home & Kitchen,NeoTech,69.46,4.28
266,Astra Success,Home & Kitchen,Astra,45.35,3.54
1295,Acme Answer,Clothing,Acme,80.66,4.68
750,Astra Leader,Beauty,Astra,44.38,4.56
1122,Nimbus At,Beauty,Nimbus,13.85,2.56
1916,GreenLeaf Feel,Home & Kitchen,GreenLeaf,286.99,4.31
883,Astra Find,Sports,Astra,139.02,2.95
268,Willow Officer,Automotive,Willow,253.41,4.6
234,NeoTech Fear,Electronics,NeoTech,375.37,3.59
866,Willow Very,Beauty,Willow,74.5,3.08
100,Nimbus Night,Books,Nimbus,53.39,4.01
1143,Orion Number,Electronics,Orion,1338.53,3.7
490,Nimbus Give,Sports,Nimbus,203.83,4.12
41,Harbor Recent,Books,Harbor,94.35,2.87
1657,Solace Table,Groceries,Solace,25.99,4.61
1281,Solace Loss,Pet Supplies,Solace,43.98,4.69
484,Everest Almost,Beauty,Everest,104.34,4.89
219,NeoTech Film,Pet Supplies,NeoTech,82.2,2.96
652,Pulse Wait,Clothing,Pulse,76.67,3.2
1795,Orion Focus,Home & Kitchen,Orion,386.25,2.77
956,Harbor Suggest,Pet Supplies,Harbor,61.9,4.15
756,Solace Resource,Toys,Solace,31.72,2.74
677,Astra Cost,Pet Supplies,Astra,17.6,3.85
833,Acme Option,Home & Kitchen,Acme,63.08,4.32
293,Astra Season,Sports,Astra,122.71,3.34
817,Orion Adult,Beauty,Orion,134.54,2.8
685,Pulse Range,Automotive,Pulse,113.14,4.81
772,NeoTech Identify,Pet Supplies,NeoTech,85.27,2.61
1362,Orion Ten,Beauty,Orion,82.69,3.12
1939,Solace Other,Pet Supplies,Solace,47.96,4.83
19,Acme Live,Automotive,Acme,225.87,3.04
1447,Acme May,Beauty,Acme,26.07,4.23
789,Zenith Game,Toys,Zenith,87.48,4.25
1307,Zenith Choice,Home & Kitchen,Zenith,373.9,4.12
1548,Solace Life,Automotive,Solace,243.71,3.41
610,GreenLeaf Side,Home & Kitchen,GreenLeaf,101.29,2.55
964,Everest Some,Groceries,Everest,32.78,2.89
1535,Astra Speak,Pet Supplies,Astra,48.09,4.68
1138,Orion Push,Pet Supplies,Orion,65.95,4.56
1453,Nimbus Or,Home & Kitchen,Nimbus,189.88,2.72
28,Astra Road,Automotive,Astra,313.89,2.56
1049,Zenith Their,Electronics,Zenith,1599.98,3.71
1199,Willow Early,Toys,Willow,5.53,2.6
605,Zenith Dog,Clothing,Zenith,83.17,4.32
874,Acme American,Electronics,Acme,725.63,2.72
1483,Astra Cup,Pet Supplies,Astra,77.99,4.68
654,Pulse Run,Toys,Pulse,20.06,3.74
1282,Solace Movie,Beauty,Solace,62.28,4.79
514,Everest Despite,Home & Kitchen,Everest,201.55,4.66
1326,GreenLeaf Interview,Clothing,GreenLeaf,61.39,4
910,Orion Group,Electronics,Orion,2337.85,3.44
1948,GreenLeaf Front,Toys,GreenLeaf,39.02,4.74
1810,NeoTech Tend,Clothing,NeoTech,61.15,3.48
1026,Harbor Hospital,Clothing,Harbor,168.25,3.89
1186,Solace Commercial,Groceries,Solace,26.74,2.63
928,Solace Give,Pet Supplies,Solace,55.21,3.43
1802,Everest In,Toys,Everest,97.72,2.57
155,Harbor Firm,Books,Harbor,12.17,3.07
247,Solace Finish,Books,Solace,10.2,3.76
847,Acme Year,Home & Kitchen,Acme,165.89,3.57
1151,Zenith Sit,Pet Supplies,Zenith,32.07,4.52
1257,Nimbus Small,Automotive,Nimbus,854.8,3.66
1935,NeoTech Watch,Books,NeoTech,77.28,3.83
398,Nimbus Mr,Pet Supplies,Nimbus,108.65,4.59
1463,Harbor Doctor,Books,Harbor,8.44,3.68
1824,Solace Foreign,Electronics,Solace,1233.6,3.48
539,Zenith Skill,Clothing,Zenith,45.11,3.38
1272,Willow Wall,Beauty,Willow,123.68,3.45
536,NeoTech Rise,Pet Supplies,NeoTech,6.85,3.91
1264,Orion Western,Home & Kitchen,Orion,97.57,2.84
154,Harbor Bill,Toys,Harbor,32.06,4.21
1218,NeoTech Food,Groceries,NeoTech,2.48,2.9
1354,Harbor Development,Toys,Harbor,96.63,2.93
848,Astra Finally,Clothing,Astra,97.68,2.66
721,GreenLeaf Measure,Toys,GreenLeaf,52.92,3.74
1757,Zenith Both,Home & Kitchen,Zenith,206.86,4.71
1070,Harbor Which,Home & Kitchen,Harbor,152.24,3.22
450,Orion Take,Books,Orion,15.69,3.76
1325,Willow Fill,Groceries,Willow,13.34,2.88
584,Astra Bill,Books,Astra,85.22,2.9
189,Astra Agree,Pet Supplies,Astra,4.19,3.15
1884,Everest Type,Groceries,Everest,15.66,3.23
1813,Pulse Soon,Pet Supplies,Pulse,54.41,2.86
712,GreenLeaf Window,Clothing,GreenLeaf,97.46,4.56
417,Astra Lose,Beauty,Astra,218.42,4.27
45,Nimbus Wrong,Automotive,Nimbus,36.34,4.81
1118,Willow Attorney,Sports,Willow,96.96,3.75
1501,Willow Wind,Books,Willow,17.28,3.84
46,Pulse Project,Pet Supplies,Pulse,19.09,4.52
133,Solace Team,Pet Supplies,Solace,25.97,4.21
61,Astra Fly,Automotive,Astra,369.87,3.66
1919,GreenLeaf Look,Beauty,GreenLeaf,40.84,4.01
713,Harbor Other,Books,Harbor,31.39,4.4
574,Astra Computer,Beauty,Astra,121.03,2.74
1018,Astra Yes,Automotive,Astra,80.56,3.8
947,Harbor Cup,Groceries,Harbor,18.37,2.99
338,Everest Nor,Books,Everest,16.48,2.61
770,Nimbus Size,Pet Supplies,Nimbus,155.4,3.77
218,Harbor Last,Electronics,Harbor,234.99,2.93
1179,Astra Player,Groceries,Astra,1.72,2.6
1725,Willow Only,Beauty,Willow,96.97,2.63
413,Solace Follow,Beauty,Solace,6.79,3.76
1770,Willow Film,Electronics,Willow,811.5,4.17
1036,Pulse Security,Electronics,Pulse,1075.65,4.86
438,Orion Pm,Home & Kitchen,Orion,167.79,2.98
829,Harbor Art,Beauty,Harbor,111.06,2.69
377,GreenLeaf Eat,Toys,GreenLeaf,95.77,3.38
51,Zenith Economy,Electronics,Zenith,840.01,3.23
357,Astra Hundred,Electronics,Astra,1423.47,3.6
235,Everest Minute,Home & Kitchen,Everest,628.13,4.15
1346,Everest Also,Electronics,Everest,921,3.15
252,NeoTech Class,Pet Supplies,NeoTech,46.59,3.35
1663,NeoTech School,Home & Kitchen,NeoTech,75.4,3.85
401,Astra Discuss,Automotive,Astra,291.84,4.53
1449,Pulse Weight,Automotive,Pulse,354.29,4.18
1121,Orion Occur,Electronics,Orion,1003.65,3.42
1171,Zenith Memory,Clothing,Zenith,208.75,3.46
785,Orion Down,Toys,Orion,111.12,2.82
1800,Astra Behavior,Clothing,Astra,113.98,4.7
645,Everest Try,Beauty,Everest,63.98,3.33
184,Astra Maintain,Toys,Astra,21.38,4.49
1109,Acme So,Toys,Acme,33.05,2.98
811,Orion Listen,Toys,Orion,86.16,4.08
780,Nimbus Condition,Toys,Nimbus,42.19,2.56
24,Harbor Who,Automotive,Harbor,529.54,4.35
1516,Everest Truth,Beauty,Everest,104.12,3.57
1406,Acme Far,Books,Acme,10.45,2.74
463,Willow Plant,Sports,Willow,18.57,4.4
489,NeoTech Conference,Groceries,NeoTech,5.11,2.51
971,Willow Tree,Groceries,Willow,21.25,3.9
1194,Solace Part,Pet Supplies,Solace,15.63,3.43
455,NeoTech Nearly,Clothing,NeoTech,65.06,4.45
1875,Orion Serious,Toys,Orion,86.67,2.73
118,NeoTech Professor,Groceries,NeoTech,13.13,2.81
125,Orion Gas,Beauty,Orion,59.55,4.01
862,NeoTech Standard,Sports,NeoTech,119.52,3.42
475,Willow Also,Home & Kitchen,Willow,191.79,3.42
1364,Acme Modern,Books,Acme,27.65,4.22
1853,Orion After,Electronics,Orion,351.45,3.22
215,Orion High,Pet Supplies,Orion,34.28,3.08
881,GreenLeaf It,Home & Kitchen,GreenLeaf,441.04,4.56
131,NeoTech Everybody,Automotive,NeoTech,329.14,4.29
1899,Everest International,Toys,Everest,49.77,3.47
1078,Astra Likely,Automotive,Astra,687.51,3.9
379,Astra Present,Groceries,Astra,12.81,3.2
1761,Everest Line,Home & Kitchen,Everest,32.15,2.69
1612,Astra Five,Beauty,Astra,83.13,3.67
1206,GreenLeaf Or,Automotive,GreenLeaf,531.53,4.08
564,Zenith Conference,Home & Kitchen,Zenith,99.23,3.48
647,Pulse Off,Books,Pulse,26.05,3.84
228,Everest Tv,Automotive,Everest,253.79,3.25
1113,Pulse Interesting,Electronics,Pulse,1663.12,3.86
1909,Orion Head,Beauty,Orion,69,2.73
366,NeoTech Fill,Home & Kitchen,NeoTech,242.13,3.23
1261,Willow World,Electronics,Willow,1411.81,2.63
1454,Zenith Left,Beauty,Zenith,178.76,4.07
798,Solace Discover,Groceries,Solace,26.15,2.8
319,Everest Baby,Books,Everest,40.58,4.01
1457,GreenLeaf Study,Sports,GreenLeaf,58.83,3.33
1844,Nimbus Size,Books,Nimbus,70.23,2.99
1046,Zenith Lot,Clothing,Zenith,157.61,3.31
394,Acme Boy,Toys,Acme,113.67,3.4
926,Zenith He,Home & Kitchen,Zenith,19.4,4.28
1715,Everest Also,Groceries,Everest,5.74,4.13
1227,GreenLeaf System,Electronics,GreenLeaf,1260.68,4.44
981,Orion Machine,Books,Orion,30.59,3.74
383,Nimbus Knowledge,Sports,Nimbus,26.27,4.47
1286,NeoTech Clear,Pet Supplies,NeoTech,63.38,4.55
521,Orion Risk,Groceries,Orion,14.09,2.87
456,Zenith Building,Pet Supplies,Zenith,24.35,2.83
1825,Solace People,Home & Kitchen,Solace,203.57,4.12
558,Nimbus Watch,Toys,Nimbus,61.71,3.57
1613,Zenith Lawyer,Automotive,Zenith,734.26,4.81
1849,GreenLeaf List,Beauty,GreenLeaf,59.13,4.5
1343,GreenLeaf Just,Home & Kitchen,GreenLeaf,326.01,4.64
934,Orion Network,Pet Supplies,Orion,24.37,2.6
801,Everest Voice,Pet Supplies,Everest,31.7,3.86
1338,Astra Key,Beauty,Astra,54.86,4.06
1603,NeoTech Week,Sports,NeoTech,233.45,4.4
375,Nimbus Choice,Home & Kitchen,Nimbus,21.73,3.12
1683,NeoTech Make,Sports,NeoTech,71.52,4.54
415,Pulse Next,Electronics,Pulse,861.62,3.87
440,Solace Think,Beauty,Solace,10.76,4.86
74,Willow Week,Toys,Willow,40.24,4.52
250,Harbor Seek,Sports,Harbor,162.91,3.13
